Price,Close,High,Low,Open,Volume
Ticker,7203.T,7203.T,7203.T,7203.T,7203.T
Date,,,,,
2004-01-01,433.3498229980469,433.34982299804693,433.34982299804693,433.34982299804693,0
2004-01-02,433.3498229980469,433.34982299804693,433.34982299804693,433.34982299804693,0
2004-01-05,452.50347900390625,452.50347900390625,446.5179832498863,448.9121815514943,24619500
2004-01-06,446.517822265625,452.50331586167897,442.92652610799263,451.3062171424682,28252000
2004-01-07,439.3354187011719,447.7151133357992,433.34992253358104,447.7151133357992,27457000
2004-01-08,433.3498229980469,444.1237136250702,433.34982299804693,440.53241674939574,26673500
2004-01-09,444.1238098144531,446.51800825011054,432.15281763616593,442.9267105966244,45075000
2004-01-12,444.1238098144531,444.12380981445307,444.12380981445307,444.12380981445307,0
2004-01-13,436.9413146972656,444.1239116511933,434.54711571262305,444.1239116511933,26124500
2004-01-14,436.9413146972656,439.33551368190814,434.54711571262305,438.1384141895869,20116000
2004-01-15,432.15277099609375,440.5324646165166,432.15277099609375,439.3353655278848,19291000
2004-01-16,434.5469055175781,440.53240008393595,432.152707691035,435.74400443084966,29774500
2004-01-19,440.53265380859375,440.53265380859375,434.54715579489005,438.1384546031123,25811000
2004-01-20,446.517822265625,454.89751330010057,439.33522995036026,440.53232866957103,48798000
2004-01-21,438.1382141113281,444.1237088396249,435.74401622000937,441.7295109483062,34427000
2004-01-22,439.3354187011719,445.3209148687628,436.9412202341355,441.7296171682083,23185000
2004-01-23,439.3354187011719,441.7296171682083,433.34992253358104,433.34992253358104,26461000
2004-01-26,433.3498229980469,439.3353177908376,429.7585261223725,439.3353177908376,18528000
2004-01-27,424.97015380859375,436.94114405672315,424.9701538085937,436.94114405672315,22398000
2004-01-28,429.7587890625,429.75878906249994,422.5761909166086,424.9703902985724,31185500
2004-01-29,424.97015380859375,426.1672528334067,420.181757709342,424.9701538085937,22368500
2004-01-30,414.1962890625,423.77308187319363,412.99918996116327,422.5759827718569,29726500
2004-02-02,426.167236328125,430.9556322419242,417.7875434789765,418.9846424574263,26091000
2004-02-03,423.7730407714844,427.3643377271749,416.59044686010327,424.97013975671456,28988500
2004-02-04,407.01373291015625,421.37892348345594,405.81663369571464,417.787625840131,36163500
2004-02-05,417.78765869140625,417.78765869140625,409.40796353140666,410.6050628399781,17680000
2004-02-06,424.97015380859375,429.75854990784546,420.181757709342,423.77305478378076,43355500
2004-02-09,420.1818542480469,432.1528472465667,417.7876556483429,430.9557479467147,27734000
2004-02-10,421.37896728515625,427.36446397954774,418.9847686073997,422.5760666240346,24385500
2004-02-11,421.37896728515625,421.3789672851563,421.3789672851563,421.3789672851563,0
2004-02-12,417.78765869140625,426.1673538514058,416.5905593828349,423.7731552342631,26365500
2004-02-13,428.56158447265625,429.75868387062457,418.9847892889097,421.37898808484636,24727000
2004-02-16,429.7587890625,433.3500881354457,426.16748998955427,428.56168937151807,21839000
2004-02-17,436.9413146972656,439.33551368190814,429.75871774333797,430.95581723565925,23791000
2004-02-18,436.9413146972656,441.7297126665507,435.74421520494434,439.33551368190814,18825500
2004-02-19,444.1238098144531,445.3209090322818,440.532512160967,442.9267105966244,26176500
2004-02-20,445.32086181640625,447.71505999821494,441.72956454369336,445.3208618164063,27421500
2004-02-23,454.8976745605469,454.89767456054693,444.12378226832345,445.3208814119038,32401500
2004-02-24,442.9267272949219,452.50352139859586,440.53252876900336,450.10932287267735,26327000
2004-02-25,434.5469055175781,441.7294989972075,434.5469055175781,436.94110334412125,17373000
2004-02-26,444.1238098144531,444.12380981445307,439.33541294313824,441.72961137879565,20878000
2004-02-27,451.30633544921875,454.8976325482841,445.3208402841097,446.5179393171315,36008500
2004-03-01,462.08013916015625,462.0801391601562,454.89754632346984,454.89754632346984,34216000
2004-03-02,466.8686828613281,466.8686828613281,459.6860877403846,462.08028611403245,33628000
2004-03-03,463.27728271484375,475.2482719322816,460.88308487135623,470.4598762453065,50238000
2004-03-04,458.4889221191406,469.2628132394338,457.29182310577477,460.88312014587245,37557000
2004-03-05,469.2628479003906,469.2628479003906,462.08025328967034,466.8686496968172,42110000
2004-03-08,470.4599304199219,477.64252477747795,469.2628313603292,470.4599304199219,47545500
2004-03-09,472.8540954589844,472.85409545898443,464.4744026280657,470.45989750729336,24786000
2004-03-10,464.4743957519531,470.45989054257103,462.0801978357059,470.45989054257103,20571000
2004-03-11,463.27728271484375,469.2627773235627,459.6859859496125,464.47438163658757,30522500
2004-03-12,462.08013916015625,465.6714355784994,452.5033487112411,453.7004475173554,58951000
2004-03-15,463.27728271484375,468.0656784018189,462.0801837931,464.47438163658757,21024500
2004-03-16,453.7005310058594,458.48892711146215,452.5034319794587,456.0947290586608,19308500
2004-03-17,457.2918701171875,460.8831675264848,448.91217616216045,450.1092752985929,26872000
2004-03-18,454.8976745605469,468.06576513993116,451.30637712980575,465.6715668527704,27409500
2004-03-19,450.1093444824219,456.09484108458173,446.51804652112594,452.50354312328585,26311000
2004-03-22,441.7293395996094,445.3206350435087,440.5322411183096,444.1235365622089,23998500
2004-03-23,450.1093444824219,451.30644380285383,434.5470533168062,435.7441526372382,29189500
2004-03-24,446.517822265625,450.10911842325737,439.33522995036026,444.12362482720346,34003500
2004-03-25,452.50347900390625,452.50347900390625,442.92668579747436,447.7150824006903,22198000
2004-03-26,462.7464904785156,468.77183540662134,457.9262145360311,459.1312835216522,33364000
2004-03-29,469.9769287109375,472.38706680689097,463.95158347105365,466.3617215670072,23120500
2004-03-30,469.9769287109375,477.207342998798,467.5667906149839,476.0022739508213,24226000
2004-03-31,467.5667724609375,473.5921174668774,459.1312894526216,473.5921174668774,18526500
2004-04-01,450.6958923339844,463.9516538732192,450.6958923339843,462.7465846423796,36901000
2004-04-02,455.51611328125,460.3363896122685,453.1059751157407,456.7211823640046,29347500
2004-04-05,466.3616943359375,468.771832291162,463.95155638071304,467.56676331354976,35760000
2004-04-06,472.3871154785156,472.3871154785156,466.3617696178203,469.9769771342375,36557500
2004-04-07,467.5667724609375,469.97691046331346,466.3617034597495,466.3617034597495,15952000
2004-04-08,472.3871154785156,477.20739216707193,467.5668387899594,469.9769771342375,34405500
2004-04-09,469.9769287109375,473.59213585486776,466.3617215670072,473.59213585486776,20456000
2004-04-12,468.77197265625,472.3871806715938,467.56690331780203,469.9770419946979,13414000
2004-04-13,463.9515686035156,471.1819826596743,463.9515686035156,471.1819826596743,13673000
2004-04-14,463.9515686035156,468.7718446409548,460.3363615754363,467.56677563159496,19584500
2004-04-15,461.54144287109375,469.976926161166,455.51609766389936,466.3617190368493,36131000
